comment_id,comment,author,like_count,time_text,reply,clean_comment,like_count_numeric,word_count,character_count,comment_type,sentiment
UgwbRErOfgrOYPQkEnN4AaABAg.AWqD6YeP5pIAWz1KOmv-7F, @GmailX-q8u What is “the product”? Who is selling what product to politicians in relation to green energy? Cleaner air? Reduced deaths in the industry? Reduced pollution in the oceans? Energy independence from petrostates like Russia and Saudi Arabia? What is being sold,@ApeX-pj4mq,2,2 bulan lalu,True,@GmailX-q8u What is “the product”? Who is selling what product to politicians in relation to green energy? Cleaner air? Reduced deaths in the industry? Reduced pollution in the oceans? Energy independence from petrostates like Russia and Saudi Arabia? What is being sold,2,42,270,Reply,Negative
UgwbRErOfgrOYPQkEnN4AaABAg.AWqD6YeP5pIAWzCYL8okyy, @ApeX-pj4mq  Yeah we have all heard the marketing propaganda and it's all lies.,@GmailX-q8u,0,2 bulan lalu,True,@ApeX-pj4mq Yeah we have all heard the marketing propaganda and it's all lies.,0,13,78,Reply,Negative
UgwbRErOfgrOYPQkEnN4AaABAg.AWqD6YeP5pIAX1FRLWircs,"​ @Greenpoloboy3 by definition an ice age is ice at both poles, simple bit of research will tell you that, 90 degrees increase we're all already dead might as well stop pandering to the masses and let people go out peacefully",@AVAG223,0,2 bulan lalu,True,"​ @Greenpoloboy3 by definition an ice age is ice at both poles, simple bit of research will tell you that, 90 degrees increase we're all already dead might as well stop pandering to the masses and let people go out peacefully",0,41,225,Reply,Neutral
UgwbRErOfgrOYPQkEnN4AaABAg.AWqD6YeP5pIAX1Y5UJqQ43," @AVAG223  You need to question yourself. The people who claim it isnt doing the damage are the people making money from this, either because they are the billionaires doing this polluting, the oil companies etc or they are people accepting bribes or money from them, corrupt politicians etc. They want you to believe them. 
This heating of the planet coinciding with mass pollution around the world is no coincidence.",@Greenpoloboy3,0,2 bulan lalu,True,"@AVAG223 You need to question yourself. The people who claim it isnt doing the damage are the people making money from this, either because they are the billionaires doing this polluting, the oil companies etc or they are people accepting bribes or money from them, corrupt politicians etc. They want you to believe them. This heating of the planet coinciding with mass pollution around the world is no coincidence.",0,69,415,Reply,Negative
UgwbRErOfgrOYPQkEnN4AaABAg.AWqD6YeP5pIAXCQb9TJAdx,​ @ApeX-pj4mq have you ever questioned though why in the UK temperatures probes used to be placed in places such as near the sea. Now theyre placed in Heathrow Airport... that only means old readings and new readings arent comparable. I was in portsmouth yesterday morning and Windsor by the afternoon/evening. There was around a 4-5 degrees difference between the two. Placing weather probes in heathrow airport is ridiculous.,@charliecraddock22,1,2 bulan lalu,True,​ @ApeX-pj4mq have you ever questioned though why in the UK temperatures probes used to be placed in places such as near the sea. Now theyre placed in Heathrow Airport... that only means old readings and new readings arent comparable. I was in portsmouth yesterday morning and Windsor by the afternoon/evening. There was around a 4-5 degrees difference between the two. Placing weather probes in heathrow airport is ridiculous.,1,69,427,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWxNrFYtbhm,"As this doesn't give the reasons for El Nino, lets assume its the same reasons as we were told on various news channels 20 odd years ago in the UK that, when the Jetstream doesn't move North in the summer over the Atlantic as usual, its a good indicator of El Nino and Northern Europe will have a rubbish summer.",@fredflyer4883,5,2 bulan lalu,True,"As this doesn't give the reasons for El Nino, lets assume its the same reasons as we were told on various news channels 20 odd years ago in the UK that, when the Jetstream doesn't move North in the summer over the Atlantic as usual, its a good indicator of El Nino and Northern Europe will have a rubbish summer.",5,60,312,Reply,Positive
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWxaJJDXNee,"​ @fredflyer4883 
💯👏👍",@DavidSimms-pn5oe,0,2 bulan lalu,True,​ @fredflyer4883 💯👏👍,0,3,20,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWxUv90DZE_,😂,@vanesagvl9095,2,2 bulan lalu,True,😂,2,1,1,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWyEZkfMPD7,"I learned the other day that rain clouds moving away from one location make it dryer in another location.

They were even trying to tell me that a similar thing happens with high and low pressure.",@btn237,2,2 bulan lalu,True,I learned the other day that rain clouds moving away from one location make it dryer in another location. They were even trying to tell me that a similar thing happens with high and low pressure.,2,36,195,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAX0zmocW4rc,So the average Southeast Asian weather. Got it.,@jjpasay,1,2 bulan lalu,True,So the average Southeast Asian weather. Got it.,1,8,47,Reply,Negative
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWyLB4W3NF5,"It's your fault Gavin, don't forget!",@ChunkyMonkey78,0,2 bulan lalu,True,"It's your fault Gavin, don't forget!",0,6,36,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWydidBzeWL,Wow i want cooler 🥶,@Agent-ie3uv,0,2 bulan lalu,True,Wow i want cooler 🥶,0,5,19,Reply,Positive
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAX2CQ1mhDUl,😅,@anishakaur3422,0,2 bulan lalu,True,😅,0,1,1,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAYK3BQZ6TD6,Sum up: i dont know! i dont know! i dont know!,@Ramune245,0,1 bulan lalu,True,Sum up: i dont know! i dont know! i dont know!,0,11,46,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAZ7obTzemIb,1877 the strongest el Nino killed over 50 million people. We have already beat that record.,@distantchosen,0,4 minggu lalu,True,1877 the strongest el Nino killed over 50 million people. We have already beat that record.,0,16,91,Reply,Negative
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWw7NxpRK-_,Watch again. This is important.,@clarkthompson8094,14,2 bulan lalu,True,Watch again. This is important.,14,5,31,Reply,Positive
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWxINgtXB2t,"@clarkthompson8094 I heard 'it might flood more, where flooding is already common, and might be drier in dry places'. Signal, weak. Noise, strong. But, don't let 'stochastic variation' get in the way of a good political story.",@ChrisMacdonald-ns8rx,4,2 bulan lalu,True,"@clarkthompson8094 I heard 'it might flood more, where flooding is already common, and might be drier in dry places'. Signal, weak. Noise, strong. But, don't let 'stochastic variation' get in the way of a good political story.",4,37,226,Reply,Positive
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAX-tFPIadP4,"@Gavin-n4j7m - El Nino does not make it ""cooler"" or cold anywhere. El nino is the failing of trade-winds (oscillator of weather systems) and the only reason it WOULD rain is because any build up in ice melt or moisture build-up is released suddenly because that water has nowhere to go. Winds have failed to move it. La Nina is the opposite. Thus lots of water going everywhere due to a cold ocean. The El-Nino and La-Nina swings, but El-Nino is becoming ever stronger each time due to human induced warming and climate change. https://youtu.be/xX-Lw2lJXNc?si=f4KhKQzgbyLkMTt3",@timl6608,3,2 bulan lalu (diedit),True,"@Gavin-n4j7m - El Nino does not make it ""cooler"" or cold anywhere. El nino is the failing of trade-winds (oscillator of weather systems) and the only reason it WOULD rain is because any build up in ice melt or moisture build-up is released suddenly because that water has nowhere to go. Winds have failed to move it. La Nina is the opposite. Thus lots of water going everywhere due to a cold ocean. The El-Nino and La-Nina swings, but El-Nino is becoming ever stronger each time due to human induced warming and climate change.",3,94,527,Reply,Negative
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAX2HS9s-p-O, @timl6608 you maybe didn’t catch the ‘cooler’ part in the video,@Gavin-n4j7m,1,2 bulan lalu (diedit),True,@timl6608 you maybe didn’t catch the ‘cooler’ part in the video,1,11,63,Reply,Neutral
UgykIBLMKSM4Q8-y3t94AaABAg.AWt0eQK4C8hAWyEHVRzbs-, @ChrisMacdonald-ns8rx  guy not from those places says “it won’t be too bad”,@btn237,4,2 bulan lalu,True,@ChrisMacdonald-ns8rx guy not from those places says “it won’t be too bad”,4,12,74,Reply,Negative
Ugwiv6GkMXrPZSdOf-N4AaABAg.AY270vQPH1eAZcYgq1iGmX,"Sorry, but this isn’t the first time this has happened. So yeah, it is kind of normal. It’s a natural reoccurring phenomena.
Research the 1877–1878_El_Niño event.",@dudleydueright,1,2 minggu lalu,True,"Sorry, but this isn’t the first time this has happened. So yeah, it is kind of normal. It’s a natural reoccurring phenomena. Research the 1877–1878_El_Niño event.",1,26,162,Reply,Positive
UgyeFaJeuXX9Aw6E3lx4AaABAg.AXD23mL_xAeA_GQBZuC7NY,I'm totally confused..so are weather reports lying or manipulating the information.?? It's been hell on earth temperatures in Huntsville Alabama.😢,@kimmberrleeohthatsme5493,0,1 hari lalu,True,I'm totally confused..so are weather reports lying or manipulating the information.?? It's been hell on earth temperatures in Huntsville Alabama.😢,0,20,146,Reply,Neutral
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWstQn8lc6W,"It's going to be a danger to Life, the wet bulb moment.",@Habitat-d1t,3,2 bulan lalu,True,"It's going to be a danger to Life, the wet bulb moment.",3,12,55,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWurWj37i6O,Philippines also bro...,@tellydianadayondon6534,3,2 bulan lalu,True,Philippines also bro...,3,3,23,Reply,Neutral
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWsacWX3MI3,"Wow, 40' C in Japan?",@ashokstrm,1,2 bulan lalu,True,"Wow, 40' C in Japan?",1,5,20,Reply,Positive
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWu-XVHyMvz,Until less than half a century ago the only places where it could hit 40 degrees C were deserts.,@rjjcms1,4,2 bulan lalu,True,Until less than half a century ago the only places where it could hit 40 degrees C were deserts.,4,19,96,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWvBJIkrR_D,"Over on the other side of the pacific here in California, the warmer water is slowly degrading our protection against hurricanes.",@Junevixen,1,2 bulan lalu,True,"Over on the other side of the pacific here in California, the warmer water is slowly degrading our protection against hurricanes.",1,21,129,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWuyBczkRPE,Not true.,@hkobserv88,0,2 bulan lalu,True,Not true.,0,2,9,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWyeUQO3oAT,Sure record breaking 😂,@nelinjo,0,2 bulan lalu,True,Sure record breaking 😂,0,4,22,Reply,Positive
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWsOgTi2whX,"Given how Japan relies on seafood as a primary source of protein, I'd be more worried about what warmer oceans will do to both fresh and salt water fisheries.",@deepashtray5605,7,2 bulan lalu,True,"Given how Japan relies on seafood as a primary source of protein, I'd be more worried about what warmer oceans will do to both fresh and salt water fisheries.",7,29,158,Reply,Positive
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWsg3UIhWuz,​ @deepashtray5605 Agree there! The oceans are our MOST important piece of the environmental puzzle.,@Karen-ig6bp,0,2 bulan lalu,True,​ @deepashtray5605 Agree there! The oceans are our MOST important piece of the environmental puzzle.,0,15,100,Reply,Positive
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWscFsZk5gT,Obviously your going to have warmer sea and glowing after daichi power station meltdown and released hard water.,@FreeSpeechIsDeadRip,0,2 bulan lalu,True,Obviously your going to have warmer sea and glowing after daichi power station meltdown and released hard water.,0,18,112,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWrZ42UfGpl,"Respected Sri,
If evolution is that is all, and if there is no God, then there is no objective good or evil.

So actions like six u ally abou sing Keds, graping, unaliving them, wars for dominance, bribe, lusting, jealousy, murder etc are all just a matter of preference. Please sit and think about your world view and ripent. 

Kali yugam peaked... time over...
The king of kings is returning ANYTIME SOON to judge all. He gave his life on he cross as a penalty for your evil deeds so that you may not be condemned but have eternal life with God and also live a relatively peaceful life on earth. 
if there is any other way to forgive our sins/bad actions please tell me.",@Rockmanithan,1,2 bulan lalu,True,"Respected Sri, If evolution is that is all, and if there is no God, then there is no objective good or evil. So actions like six u ally abou sing Keds, graping, unaliving them, wars for dominance, bribe, lusting, jealousy, murder etc are all just a matter of preference. Please sit and think about your world view and ripent. Kali yugam peaked... time over... The king of kings is returning ANYTIME SOON to judge all. He gave his life on he cross as a penalty for your evil deeds so that you may not be condemned but have eternal life with God and also live a relatively peaceful life on earth. if there is any other way to forgive our sins/bad actions please tell me.",1,125,668,Reply,Negative
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWsOURmU8kY, @Rockmanithan  Now you're just spamming.,@deepashtray5605,2,2 bulan lalu,True,@Rockmanithan Now you're just spamming.,2,5,39,Reply,Neutral
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWskgCQ7ad5, @Karen-ig6bp  If the oceans die so do we.,@deepashtray5605,1,2 bulan lalu,True,@Karen-ig6bp If the oceans die so do we.,1,8,40,Reply,Neutral
UgyuFaZ5p2ZwApX45AR4AaABAg.AWqLwGyc6JLAWvBNCYn_KP, @rjjcms1  Japan is humid as well so imagine 40 degrees Celsius plus humidity,@Junevixen,2,2 bulan lalu,True,@rjjcms1 Japan is humid as well so imagine 40 degrees Celsius plus humidity,2,13,75,Reply,Neutral
Ugyogw1SVLJw0A7kIQt4AaABAg.AWtRGr91BOhAX0vQ-PQkGB,I'm sorry for the loss of your trees~ How old/large were they? Have you planted new ones that might be better suited to your area's current weather patterns?,@spiralali,0,2 bulan lalu,True,I'm sorry for the loss of your trees~ How old/large were they? Have you planted new ones that might be better suited to your area's current weather patterns?,0,28,157,Reply,Neutral
Ugyogw1SVLJw0A7kIQt4AaABAg.AWtRGr91BOhAWyeLx-ULyx,Sure 😂,@nelinjo,1,2 bulan lalu,True,Sure 😂,1,2,6,Reply,Positive
Ugyogw1SVLJw0A7kIQt4AaABAg.AWtRGr91BOhAWymWniCVHJ,Geo engineered,@22lilacsky,0,2 bulan lalu,True,Geo engineered,0,2,14,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWs05oJuE_H,Same in Indo. It's insane how hot it is outside. Like the heat just stick on your skin,@takewhataway,10,2 bulan lalu,True,Same in Indo. It's insane how hot it is outside. Like the heat just stick on your skin,10,18,86,Reply,Negative
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWqheLcH2Vn,"no, it's projected to be after 2-3 months, this is just the summer heat brother",@luckysloth25,5,2 bulan lalu,True,"no, it's projected to be after 2-3 months, this is just the summer heat brother",5,15,79,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWqqmjnZhHj,no el niño yet declared😅,@harryseverino93,2,2 bulan lalu,True,no el niño yet declared😅,2,5,24,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWuaORB1j92,"Philippines is in hot season, the el nino is not the reason.",@juicylemons6843,1,2 bulan lalu,True,"Philippines is in hot season, the el nino is not the reason.",1,12,60,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWwVpsdCuzV,"In india we have like 90 out of 100 hottest cities(idk if its because of el nino), i feel u brother.",@varunchaitra1215,1,2 bulan lalu (diedit),True,"In india we have like 90 out of 100 hottest cities(idk if its because of el nino), i feel u brother.",1,21,100,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWxFAycqpI2,I was sweating a lot last month in Cebu. I love tropical fruits but it's harsh to visit in June and July.,@benji1775,1,2 bulan lalu (diedit),True,I was sweating a lot last month in Cebu. I love tropical fruits but it's harsh to visit in June and July.,1,22,105,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWwYgRNWnQ6,"We may not be in el niño right now, but we are going there soon.",@glenn_01,0,2 bulan lalu,True,"We may not be in el niño right now, but we are going there soon.",0,15,64,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWwZ6AZVXVK,​ @glenn_01 but not  bad as the past years el nino..,@juicylemons6843,0,2 bulan lalu,True,​ @glenn_01 but not bad as the past years el nino..,0,11,51,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWyGTMw3yx-,Guys how do you deal with that that heat? Greetings from Germany,@florentin4061,0,2 bulan lalu,True,Guys how do you deal with that that heat? Greetings from Germany,0,12,64,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAX116wH09wr,"​ @florentin4061 ice pack, wiping my body with a wet cloth, fan, dark curtains, wet the outside concrete with water, drink cold beverages, etc.",@MTRBR-mp7wj,2,2 bulan lalu,True,"​ @florentin4061 ice pack, wiping my body with a wet cloth, fan, dark curtains, wet the outside concrete with water, drink cold beverages, etc.",2,24,143,Reply,Negative
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAX1EIZQA-3M,Brace yourself my friend Strong Storm is coming soon,@chupol5659,0,2 bulan lalu,True,Brace yourself my friend Strong Storm is coming soon,0,9,52,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWrPCvNcMTX,Thailand too super hot🔥,@piriyapalau2915,8,2 bulan lalu,True,Thailand too super hot🔥,8,4,23,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWtbFwpk2mz,Gaga....Summer heat yang Meron sa Pinas Ngayon....Wala pa yang El Nino,@Aiza2828-b3t,7,2 bulan lalu,True,Gaga....Summer heat yang Meron sa Pinas Ngayon....Wala pa yang El Nino,7,11,70,Reply,Neutral
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWq1HzxdRn-,in canada it's supposed to bring warmer winter and less snow. I feel sorry for those who will suffer on other places,@HiddenPolitics1,5,2 bulan lalu,True,in canada it's supposed to bring warmer winter and less snow. I feel sorry for those who will suffer on other places,5,22,116,Reply,Negative
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWqGcS29ZaR, @HiddenPolitics1  Didn't the off the chart heat and wildfires in the Canadian Rockies a few years ago result from a super El Nino?,@deepashtray5605,2,2 bulan lalu,True,@HiddenPolitics1 Didn't the off the chart heat and wildfires in the Canadian Rockies a few years ago result from a super El Nino?,2,23,129,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWqVd71am0n,El Nino has not been declared yet - your hot weather is not connected to it right now 😂 do you not understand the future tense?,@gavriloking5637,2,2 bulan lalu,True,El Nino has not been declared yet - your hot weather is not connected to it right now 😂 do you not understand the future tense?,2,26,127,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWrZPIYKnwM,"Respected Sri,
If evolution is that is all, and if there is no God, then there is no objective good or evil.

So actions like six u ally abou sing Keds, graping, unaliving them, wars for dominance, bribe, lusting, jealousy, murder, pollution, global warming, unalving of keds and gerls in natural disasters etc are all just a matter of preference. Please sit and think about your world view and ripent. 

Kali yugam peaked... time over...
The king of kings Jesus is returning ANYTIME SOON to judge all. He gave his life on he cross as a penalty for your evil deeds so that you may not be condemned but have eternal life with God and also live a relatively peaceful life on earth. 
if there is any other way to forgive our sins/bad actions please tell me.",@Rockmanithan,1,2 bulan lalu,True,"Respected Sri, If evolution is that is all, and if there is no God, then there is no objective good or evil. So actions like six u ally abou sing Keds, graping, unaliving them, wars for dominance, bribe, lusting, jealousy, murder, pollution, global warming, unalving of keds and gerls in natural disasters etc are all just a matter of preference. Please sit and think about your world view and ripent. Kali yugam peaked... time over... The king of kings Jesus is returning ANYTIME SOON to judge all. He gave his life on he cross as a penalty for your evil deeds so that you may not be condemned but have eternal life with God and also live a relatively peaceful life on earth. if there is any other way to forgive our sins/bad actions please tell me.",1,137,750,Reply,Negative
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAWqWR2-Ctlt," @deepashtray5605  indeed, drier winters also means drier forests, coupled with warmer summers and thunderstorms, it's a recipe for huge forest fires. usually these fires are in northern areas which are scarcely populated - mostly some oil industry related small cities. one issue is important hydroelectric dams are located north and the power lines that transport energy for large cities are very exposed to forest fires.",@HiddenPolitics1,0,2 bulan lalu,True,"@deepashtray5605 indeed, drier winters also means drier forests, coupled with warmer summers and thunderstorms, it's a recipe for huge forest fires. usually these fires are in northern areas which are scarcely populated - mostly some oil industry related small cities. one issue is important hydroelectric dams are located north and the power lines that transport energy for large cities are very exposed to forest fires.",0,65,421,Reply,Positive
Ugw2GlbOAGp3n4CRFi14AaABAg.AWq-IrBvELAAX11DH8BOua,"​ @florentin4061 if you're rich, just get an A/C.",@MTRBR-mp7wj,1,2 bulan lalu,True,"​ @florentin4061 if you're rich, just get an A/C.",1,9,49,Reply,Positive
UgzSVALI6hxZJMJ5Qpx4AaABAg.AWx27ElBh8wAXKUFqkcSHD,Was looking for this comment 😂😂😂😂,@jakerobinson8325,0,2 bulan lalu,True,Was looking for this comment 😂😂😂😂,0,6,33,Reply,Neutral
UgzsPO7h2DRSQRRYkDN4AaABAg,And the oil wells in the middle east are being bombed to add more to the pollution causing more heat getting trapped.,@MK-lh3xd,189,2 bulan lalu,False,And the oil wells in the middle east are being bombed to add more to the pollution causing more heat getting trapped.,189,22,117,Top-level,Positive
UgzZPtEuM0_7v9PiUJJ4AaABAg,Apparently I'm older than dirt because when he said we have to go way back in time to see an El Niño as strong. All the way back to 2015 and 1987. I'm thinking 1987? Wasn't that just a couple of years ago?,@waterbug1135,105,2 bulan lalu,False,Apparently I'm older than dirt because when he said we have to go way back in time to see an El Niño as strong. All the way back to 2015 and 1987. I'm thinking 1987? Wasn't that just a couple of years ago?,105,43,205,Top-level,Positive
UgxGe7Annv4g19WZFNF4AaABAg,Thanks,@Wladimiriljitsch,5,2 bulan lalu,False,Thanks,5,1,6,Top-level,Positive
UgyM5ZiZ_vu9XLnMcvV4AaABAg,Tennessee is just now starting to get warm. It’s been a cold long  winter,@katieann8540,3,2 bulan lalu,False,Tennessee is just now starting to get warm. It’s been a cold long winter,3,14,72,Top-level,Neutral
UgwRlJEw82qWfXkZssh4AaABAg,really good video 😉 I especially remember the summer of 2018 here in denmark and northern eu we had the driest summer from april to october. a so-called 100 year event,@charliesct.8648,0,2 bulan lalu,False,really good video 😉 I especially remember the summer of 2018 here in denmark and northern eu we had the driest summer from april to october. a so-called 100 year event,0,31,167,Top-level,Positive
UgxilgA0bRKTNj1o90t4AaABAg,Just noticed yesterday here in Aotearoa sometimes known as New Zealand that the shining cuckoo are still here. They usually migrate around April to the Pacific islands in the north.,@noelhayes8628,104,2 bulan lalu,False,Just noticed yesterday here in Aotearoa sometimes known as New Zealand that the shining cuckoo are still here. They usually migrate around April to the Pacific islands in the north.,104,30,181,Top-level,Negative
UgwQOZnNMzAdWsSuVaB4AaABAg,"April supposed to be dry. Its mid May and still raining twice a week here in Indonesia. Haven't heard of forest fire 4:35
Hope El Nino not too harsh this year.",@achmadmarendes,15,2 bulan lalu (diedit),False,April supposed to be dry. Its mid May and still raining twice a week here in Indonesia. Haven't heard of forest fire 4:35 Hope El Nino not too harsh this year.,15,31,159,Top-level,Negative
UgwvRRU6Z1UjQtG5-zp4AaABAg,El Niño has been a thing for over two decades if you live this part of the world. It is clearly getting stronger it also cause major bleaching killing corals,@paxter82,2,2 bulan lalu,False,El Niño has been a thing for over two decades if you live this part of the world. It is clearly getting stronger it also cause major bleaching killing corals,2,30,157,Top-level,Positive
UgwNynzw74VzX3Kyb714AaABAg,Your enthusiasm throughout this upload made everything feel exciting and enjoyable for viewers everywhere today.,@BErrioMalinski,0,2 bulan lalu,False,Your enthusiasm throughout this upload made everything feel exciting and enjoyable for viewers everywhere today.,0,15,112,Top-level,Positive
UgwuRsQWBzq1OkSFZy54AaABAg,Never thought Fernando Torres was reaching these heights 😮‍💨,@lz4556,2,2 bulan lalu,False,Never thought Fernando Torres was reaching these heights 😮‍💨,2,9,60,Top-level,Neutral
UgysCukuAujUrKKdFkl4AaABAg,Power level over 9000!!!!!,@owellorge1868,39,2 bulan lalu,False,Power level over 9000!!!!!,39,4,26,Top-level,Neutral
UgwmepheOuyo8JNXHaR4AaABAg,That thumbnail is diabolical 😂,@joegooner3563,55,2 bulan lalu,False,That thumbnail is diabolical 😂,55,5,30,Top-level,Neutral
UgzU0FjCmtlGIrrs79x4AaABAg,It's SOOO HOTTTTT here in the Philippines,@fetsfer,67,2 bulan lalu,False,It's SOOO HOTTTTT here in the Philippines,67,7,41,Top-level,Neutral
UgxclOPH16JCZmBi2Qx4AaABAg,"Here in Mexico, Puerto Vallarta, it’s been warmer since mid-April, we started having June temperatures.  So now June is right around the corner, could be very interesting….",@alacombe3,1,2 bulan lalu,False,"Here in Mexico, Puerto Vallarta, it’s been warmer since mid-April, we started having June temperatures. So now June is right around the corner, could be very interesting….",1,27,171,Top-level,Positive
Ugy7xTXL3Ul1M2vq-qp4AaABAg,So I knew I wasn't tripping about winter being colder than the year before and last year's summer was hotter than the year before that too... And now it's still technically spring and it's hot asf while also raining a lot recently... it's hotter or just as hot than last year's middle of summer and it's not even summer yet...,@RED_XLR,4,2 bulan lalu,False,So I knew I wasn't tripping about winter being colder than the year before and last year's summer was hotter than the year before that too... And now it's still technically spring and it's hot asf while also raining a lot recently... it's hotter or just as hot than last year's middle of summer and it's not even summer yet...,4,60,326,Top-level,Positive
UgwfFpO9W1U2eNIc1pp4AaABAg,It has already affecting Philippines. It is very hot here.,@maehendrson2704,23,2 bulan lalu,False,It has already affecting Philippines. It is very hot here.,23,10,58,Top-level,Positive
Ugz7SRGZfHfOTg9O5MN4AaABAg,"In southern india it is bringing rain in the peak summer. A bit of relief, but sure climate is becoming unpredictable.",@AjithKumar-ih6sz,6,2 bulan lalu,False,"In southern india it is bringing rain in the peak summer. A bit of relief, but sure climate is becoming unpredictable.",6,21,118,Top-level,Positive
Ugx92zS_8osJdOrQ2jV4AaABAg,"Your report about El Nino is just worth creating panic among the people worldwide. Devastating flood, wildfires and drought is just too much.",@eli.capinbxu,4,2 bulan lalu,False,"Your report about El Nino is just worth creating panic among the people worldwide. Devastating flood, wildfires and drought is just too much.",4,23,141,Top-level,Negative
UgzBBtb56pjYC_sAlMl4AaABAg,"Yep, I'm already worried about the coming summer here in Australia, and winter hasn't even started yet....",@Celtic_Nutter,0,2 bulan lalu,False,"Yep, I'm already worried about the coming summer here in Australia, and winter hasn't even started yet....",0,17,106,Top-level,Neutral
UgzHBYl9lrniZfmC_9d4AaABAg,"In 20 years, we'll be watching a video projecting a Super UBER El Nino!",@tehDanielRuiz,1,2 bulan lalu,False,"In 20 years, we'll be watching a video projecting a Super UBER El Nino!",1,14,71,Top-level,Positive
UgzsPO7h2DRSQRRYkDN4AaABAg.AWqJdr_GaNyAWtRLtWDSBR,Smh😢,@sararichardson737,0,2 bulan lalu,True,Smh😢,0,1,4,Reply,Neutral
UgzsPO7h2DRSQRRYkDN4AaABAg.AWqJdr_GaNyAXF1Ew68q5f,We'd have to have a full scale nuclear war to do anything to the climate. This is Earth being silly.,@zoh19,0,2 bulan lalu,True,We'd have to have a full scale nuclear war to do anything to the climate. This is Earth being silly.,0,20,100,Reply,Negative
